id;start_date;start_time;end_date;end_time;timespan;room_id;Repeats;Repeats Until
2030;2024-08-27;15:30;2024-08-27;17:30;("2024-08-27 15:30","2024-08-27 17:30");5;Wöchentlich am Dienstag;
2031;2024-08-27;17:30;2024-08-27;21:00;("2024-08-27 17:30","2024-08-27 21:00");6;Monatlich am 4. Dienstag;
2032;2024-08-27;19:00;2024-08-27;21:15;("2024-08-27 19:00","2024-08-27 21:15");2;Wöchentlich am Dienstag;
2033;2024-08-28;9:00;2024-08-28;11:00;("2024-08-28 9:00","2024-08-28 11:00");4;Alle 2 Wochen am Mittwoch;
2034;2024-08-28;9:00;2024-08-28;18:00;("2024-08-28 9:00","2024-08-28 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2035;2024-08-28;10:00;2024-08-28;12:00;("2024-08-28 10:00","2024-08-28 12:00");2;Alle 7 Tage bis 25. Januar, 2025;2025-01-25
2036;2024-08-28;11:00;2024-08-28;13:00;("2024-08-28 11:00","2024-08-28 13:00");3;Wöchentlich am Mittwoch;
2037;2024-08-28;13:00;2024-08-28;14:00;("2024-08-28 13:00","2024-08-28 14:00");2;Wöchentlich am Mittwoch;
2038;2024-08-28;17:00;2024-08-28;19:00;("2024-08-28 17:00","2024-08-28 19:00");2;Wöchentlich am Mittwoch;
2039;2024-08-28;19:30;2024-08-28;22:30;("2024-08-28 19:30","2024-08-28 22:30");5;Wöchentlich am Mittwoch;
2040;2024-08-28;19:30;2024-08-28;21:30;("2024-08-28 19:30","2024-08-28 21:30");1;Alle 2 Wochen am Mittwoch;
2041;2024-08-28;20:00;2024-08-28;22:30;("2024-08-28 20:00","2024-08-28 22:30");2;Monatlich am 4. Mittwoch;
2042;2024-08-28;20:00;2024-08-28;22:00;("2024-08-28 20:00","2024-08-28 22:00");3;Wöchentlich am Mittwoch;
2043;2024-08-29;9:00;2024-08-29;14:00;("2024-08-29 9:00","2024-08-29 14:00");2;Wöchentlich am Donnerstag;
2044;2024-08-29;9:00;2024-08-29;18:00;("2024-08-29 9:00","2024-08-29 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2045;2024-08-29;15:15;2024-08-29;17:15;("2024-08-29 15:15","2024-08-29 17:15");3;Wöchentlich am Donnerstag;
2046;2024-08-29;18:30;2024-08-29;19:30;("2024-08-29 18:30","2024-08-29 19:30");1;Wöchentlich am Donnerstag;
2047;2024-08-29;18:30;2024-08-29;19:30;("2024-08-29 18:30","2024-08-29 19:30");3;Wöchentlich am Donnerstag;
2048;2024-08-29;18:30;2024-08-29;19:30;("2024-08-29 18:30","2024-08-29 19:30");2;Wöchentlich am Donnerstag;
2049;2024-08-29;18:30;2024-08-29;19:30;("2024-08-29 18:30","2024-08-29 19:30");4;Wöchentlich am Donnerstag;
2050;2024-08-29;19:00;2024-08-29;23:00;("2024-08-29 19:00","2024-08-29 23:00");5;;
2051;2024-08-29;19:30;2024-08-29;22:00;("2024-08-29 19:30","2024-08-29 22:00");1;Wöchentlich am Donnerstag;
2052;2024-08-30;9:00;2024-08-30;18:00;("2024-08-30 9:00","2024-08-30 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2053;2024-08-30;18:00;2024-08-30;20:30;("2024-08-30 18:00","2024-08-30 20:30");2;Alle 2 Wochen am Freitag;
2054;2024-08-30;19:30;2024-08-30;22:30;("2024-08-30 19:30","2024-08-30 22:30");5;Wöchentlich am Freitag;
2055;2024-08-31;18:00;2024-08-31;23:00;("2024-08-31 18:00","2024-08-31 23:00");5;Monatlich am letzten Samstag;
2056;2024-09-01;13:00;2024-09-01;17:00;("2024-09-01 13:00","2024-09-01 17:00");5;Monatlich am 1. Sonntag;
2057;2024-09-01;17:00;2024-09-01;20:00;("2024-09-01 17:00","2024-09-01 20:00");3;Wöchentlich am Sonntag;
2058;2024-09-02;9:00;2024-09-02;12:30;("2024-09-02 9:00","2024-09-02 12:30");6;Wöchentlich am Montag;
2059;2024-09-02;9:00;2024-09-02;18:00;("2024-09-02 9:00","2024-09-02 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2060;2024-09-02;14:00;2024-09-02;15:30;("2024-09-02 14:00","2024-09-02 15:30");6;Wöchentlich am Montag;
2061;2024-09-02;16:00;2024-09-02;19:00;("2024-09-02 16:00","2024-09-02 19:00");6;Wöchentlich am Montag;
2062;2024-09-02;16:45;2024-09-02;18:45;("2024-09-02 16:45","2024-09-02 18:45");3;;
2063;2024-09-02;19:00;2024-09-02;21:00;("2024-09-02 19:00","2024-09-02 21:00");2;Monatlich am 1. Montag;
2064;2024-09-02;19:00;2024-09-02;21:00;("2024-09-02 19:00","2024-09-02 21:00");3;Wöchentlich am Montag;
2065;2024-09-02;19:45;2024-09-02;22:00;("2024-09-02 19:45","2024-09-02 22:00");1;Monatlich am 1. Montag;
2066;2024-09-03;9:00;2024-09-03;18:00;("2024-09-03 9:00","2024-09-03 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2067;2024-09-03;10:00;2024-09-03;12:15;("2024-09-03 10:00","2024-09-03 12:15");4;Alle 14 Tage;
2068;2024-09-03;11:00;2024-09-03;13:00;("2024-09-03 11:00","2024-09-03 13:00");6;Wöchentlich am Dienstag bis 17. Dezember, 2024;2024-12-17
2069;2024-09-03;14:00;2024-09-03;17:00;("2024-09-03 14:00","2024-09-03 17:00");6;Wöchentlich am Dienstag;
2070;2024-09-03;15:30;2024-09-03;17:30;("2024-09-03 15:30","2024-09-03 17:30");5;Wöchentlich am Dienstag;
2071;2024-09-03;19:00;2024-09-03;21:15;("2024-09-03 19:00","2024-09-03 21:15");2;Wöchentlich am Dienstag;
2072;2024-09-04;9:00;2024-09-04;18:00;("2024-09-04 9:00","2024-09-04 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2073;2024-09-04;10:00;2024-09-04;12:00;("2024-09-04 10:00","2024-09-04 12:00");2;Alle 7 Tage bis 25. Januar, 2025;2025-01-25
2074;2024-09-04;11:00;2024-09-04;13:00;("2024-09-04 11:00","2024-09-04 13:00");3;Wöchentlich am Mittwoch;
2075;2024-09-04;13:00;2024-09-04;14:00;("2024-09-04 13:00","2024-09-04 14:00");2;Wöchentlich am Mittwoch;
2076;2024-09-04;17:00;2024-09-04;19:00;("2024-09-04 17:00","2024-09-04 19:00");2;Wöchentlich am Mittwoch;
2077;2024-09-04;19:00;2024-09-04;21:00;("2024-09-04 19:00","2024-09-04 21:00");2;Monatlich am 1. Mittwoch;
2078;2024-09-04;19:30;2024-09-04;22:30;("2024-09-04 19:30","2024-09-04 22:30");5;Wöchentlich am Mittwoch;
2079;2024-09-04;20:00;2024-09-04;22:00;("2024-09-04 20:00","2024-09-04 22:00");3;Wöchentlich am Mittwoch;
2080;2024-09-05;9:00;2024-09-05;14:00;("2024-09-05 9:00","2024-09-05 14:00");2;Wöchentlich am Donnerstag;
2081;2024-09-05;9:00;2024-09-05;18:00;("2024-09-05 9:00","2024-09-05 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2082;2024-09-05;15:15;2024-09-05;17:15;("2024-09-05 15:15","2024-09-05 17:15");3;Wöchentlich am Donnerstag;
2083;2024-09-05;18:00;2024-09-05;20:00;("2024-09-05 18:00","2024-09-05 20:00");5;Monatlich am 1. Donnerstag bis 19. Dezember, 2024;2024-12-19
2084;2024-09-05;18:30;2024-09-05;19:30;("2024-09-05 18:30","2024-09-05 19:30");1;Wöchentlich am Donnerstag;
2085;2024-09-05;18:30;2024-09-05;19:30;("2024-09-05 18:30","2024-09-05 19:30");3;Wöchentlich am Donnerstag;
2086;2024-09-05;18:30;2024-09-05;19:30;("2024-09-05 18:30","2024-09-05 19:30");2;Wöchentlich am Donnerstag;
2087;2024-09-05;18:30;2024-09-05;19:30;("2024-09-05 18:30","2024-09-05 19:30");4;Wöchentlich am Donnerstag;
2088;2024-09-05;19:30;2024-09-05;21:30;("2024-09-05 19:30","2024-09-05 21:30");2;Monatlich am 1. Donnerstag bis 5. Dezember, 2024;2024-12-05
2089;2024-09-05;19:30;2024-09-05;21:00;("2024-09-05 19:30","2024-09-05 21:00");3;Monatlich am 1. Donnerstag;
2090;2024-09-05;19:30;2024-09-05;22:00;("2024-09-05 19:30","2024-09-05 22:00");1;Wöchentlich am Donnerstag;
2091;2024-09-06;9:00;2024-09-06;18:00;("2024-09-06 9:00","2024-09-06 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2092;2024-09-06;19:30;2024-09-06;22:30;("2024-09-06 19:30","2024-09-06 22:30");5;Wöchentlich am Freitag;
2093;2024-09-08;17:00;2024-09-08;20:00;("2024-09-08 17:00","2024-09-08 20:00");3;Wöchentlich am Sonntag;
2094;2024-09-09;9:00;2024-09-09;12:30;("2024-09-09 9:00","2024-09-09 12:30");6;Wöchentlich am Montag;
2095;2024-09-09;9:00;2024-09-09;18:00;("2024-09-09 9:00","2024-09-09 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2096;2024-09-09;14:00;2024-09-09;15:30;("2024-09-09 14:00","2024-09-09 15:30");6;Wöchentlich am Montag;
2097;2024-09-09;16:00;2024-09-09;19:00;("2024-09-09 16:00","2024-09-09 19:00");6;Wöchentlich am Montag;
2098;2024-09-09;19:00;2024-09-09;21:00;("2024-09-09 19:00","2024-09-09 21:00");3;Wöchentlich am Montag;
2099;2024-09-09;19:30;2024-09-09;22:00;("2024-09-09 19:30","2024-09-09 22:00");5;Alle 2 Wochen am Montag;
2100;2024-09-09;20:00;2024-09-09;21:00;("2024-09-09 20:00","2024-09-09 21:00");2;Monatlich am 2. Montag;
2101;2024-09-10;9:00;2024-09-10;18:00;("2024-09-10 9:00","2024-09-10 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2102;2024-09-10;9:45;2024-09-10;12:15;("2024-09-10 9:45","2024-09-10 12:15");4;Alle 14 Tage;
2103;2024-09-10;11:00;2024-09-10;13:00;("2024-09-10 11:00","2024-09-10 13:00");6;Wöchentlich am Dienstag bis 17. Dezember, 2024;2024-12-17
2104;2024-09-10;14:00;2024-09-10;17:00;("2024-09-10 14:00","2024-09-10 17:00");6;Wöchentlich am Dienstag;
2105;2024-09-10;15:30;2024-09-10;17:30;("2024-09-10 15:30","2024-09-10 17:30");5;Wöchentlich am Dienstag;
2106;2024-09-10;18:30;2024-09-10;22:00;("2024-09-10 18:30","2024-09-10 22:00");5;Alle 3 Wochen am Dienstag;
2107;2024-09-10;19:00;2024-09-10;21:00;("2024-09-10 19:00","2024-09-10 21:00");6;Monatlich am 2. Dienstag;
2108;2024-09-10;19:00;2024-09-10;21:15;("2024-09-10 19:00","2024-09-10 21:15");2;Wöchentlich am Dienstag;
2109;2024-09-11;9:00;2024-09-11;11:00;("2024-09-11 9:00","2024-09-11 11:00");4;Alle 2 Wochen am Mittwoch;
2110;2024-09-11;9:00;2024-09-11;18:00;("2024-09-11 9:00","2024-09-11 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2111;2024-09-11;10:00;2024-09-11;12:00;("2024-09-11 10:00","2024-09-11 12:00");2;Alle 7 Tage bis 25. Januar, 2025;2025-01-25
2112;2024-09-11;11:00;2024-09-11;13:00;("2024-09-11 11:00","2024-09-11 13:00");3;Wöchentlich am Mittwoch;
2113;2024-09-11;13:00;2024-09-11;14:00;("2024-09-11 13:00","2024-09-11 14:00");2;Wöchentlich am Mittwoch;
2114;2024-09-11;17:00;2024-09-11;19:00;("2024-09-11 17:00","2024-09-11 19:00");2;Wöchentlich am Mittwoch;
2115;2024-09-11;19:30;2024-09-11;22:30;("2024-09-11 19:30","2024-09-11 22:30");5;Wöchentlich am Mittwoch;
2116;2024-09-11;19:30;2024-09-11;21:30;("2024-09-11 19:30","2024-09-11 21:30");1;Alle 2 Wochen am Mittwoch;
2117;2024-09-11;20:00;2024-09-11;22:00;("2024-09-11 20:00","2024-09-11 22:00");3;Wöchentlich am Mittwoch;
2118;2024-09-12;9:00;2024-09-12;14:00;("2024-09-12 9:00","2024-09-12 14:00");2;Wöchentlich am Donnerstag;
2119;2024-09-12;9:00;2024-09-12;18:00;("2024-09-12 9:00","2024-09-12 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2120;2024-09-12;15:15;2024-09-12;17:15;("2024-09-12 15:15","2024-09-12 17:15");3;Wöchentlich am Donnerstag;
2121;2024-09-12;16:00;2024-09-12;18:00;("2024-09-12 16:00","2024-09-12 18:00");5;;
2122;2024-09-12;18:30;2024-09-12;19:30;("2024-09-12 18:30","2024-09-12 19:30");1;Wöchentlich am Donnerstag;
2123;2024-09-12;18:30;2024-09-12;19:30;("2024-09-12 18:30","2024-09-12 19:30");3;Wöchentlich am Donnerstag;
2124;2024-09-12;18:30;2024-09-12;19:30;("2024-09-12 18:30","2024-09-12 19:30");2;Wöchentlich am Donnerstag;
2125;2024-09-12;18:30;2024-09-12;19:30;("2024-09-12 18:30","2024-09-12 19:30");4;Wöchentlich am Donnerstag;
2126;2024-09-12;19:30;2024-09-12;22:00;("2024-09-12 19:30","2024-09-12 22:00");1;Wöchentlich am Donnerstag;
2127;2024-09-13;9:00;2024-09-13;18:00;("2024-09-13 9:00","2024-09-13 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2128;2024-09-13;18:00;2024-09-13;20:30;("2024-09-13 18:00","2024-09-13 20:30");2;Alle 2 Wochen am Freitag;
2129;2024-09-13;19:30;2024-09-13;22:30;("2024-09-13 19:30","2024-09-13 22:30");5;Wöchentlich am Freitag;
2130;2024-09-15;17:00;2024-09-15;20:00;("2024-09-15 17:00","2024-09-15 20:00");3;Wöchentlich am Sonntag;
2131;2024-09-15;17:00;2024-09-15;21:00;("2024-09-15 17:00","2024-09-15 21:00");5;Monatlich am 3. Sonntag;
2132;2024-09-16;9:00;2024-09-16;12:30;("2024-09-16 9:00","2024-09-16 12:30");6;Wöchentlich am Montag;
2133;2024-09-16;9:00;2024-09-16;18:00;("2024-09-16 9:00","2024-09-16 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2134;2024-09-16;14:00;2024-09-16;15:30;("2024-09-16 14:00","2024-09-16 15:30");6;Wöchentlich am Montag;
2135;2024-09-16;16:00;2024-09-16;19:00;("2024-09-16 16:00","2024-09-16 19:00");6;Wöchentlich am Montag;
2136;2024-09-16;18:00;2024-09-16;20:00;("2024-09-16 18:00","2024-09-16 20:00");5;;
2137;2024-09-16;19:00;2024-09-16;21:00;("2024-09-16 19:00","2024-09-16 21:00");2;Monatlich am 3. Montag;
2138;2024-09-16;19:00;2024-09-16;21:00;("2024-09-16 19:00","2024-09-16 21:00");3;Wöchentlich am Montag;
2139;2024-09-17;9:00;2024-09-17;18:00;("2024-09-17 9:00","2024-09-17 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2140;2024-09-17;10:00;2024-09-17;12:15;("2024-09-17 10:00","2024-09-17 12:15");4;Alle 14 Tage;
2141;2024-09-17;11:00;2024-09-17;13:00;("2024-09-17 11:00","2024-09-17 13:00");6;Wöchentlich am Dienstag bis 17. Dezember, 2024;2024-12-17
2142;2024-09-17;14:00;2024-09-17;17:00;("2024-09-17 14:00","2024-09-17 17:00");6;Wöchentlich am Dienstag;
2143;2024-09-17;15:30;2024-09-17;17:30;("2024-09-17 15:30","2024-09-17 17:30");5;Wöchentlich am Dienstag;
2144;2024-09-17;17:30;2024-09-17;21:00;("2024-09-17 17:30","2024-09-17 21:00");6;Monatlich am 3. Dienstag;
2145;2024-09-17;18:45;2024-09-17;21:15;("2024-09-17 18:45","2024-09-17 21:15");1;Alle 6 Monate am 3. Dienstag;
2146;2024-09-17;19:00;2024-09-17;21:15;("2024-09-17 19:00","2024-09-17 21:15");2;Wöchentlich am Dienstag;
2147;2024-09-18;9:00;2024-09-18;18:00;("2024-09-18 9:00","2024-09-18 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2148;2024-09-18;10:00;2024-09-18;12:00;("2024-09-18 10:00","2024-09-18 12:00");2;Alle 7 Tage bis 25. Januar, 2025;2025-01-25
2149;2024-09-18;11:00;2024-09-18;13:00;("2024-09-18 11:00","2024-09-18 13:00");3;Wöchentlich am Mittwoch;
2150;2024-09-18;13:00;2024-09-18;14:00;("2024-09-18 13:00","2024-09-18 14:00");2;Wöchentlich am Mittwoch;
2151;2024-09-18;17:00;2024-09-18;18:00;("2024-09-18 17:00","2024-09-18 18:00");2;;
2152;2024-09-18;17:00;2024-09-18;19:00;("2024-09-18 17:00","2024-09-18 19:00");5;;
2153;2024-09-18;18:00;2024-09-18;22:00;("2024-09-18 18:00","2024-09-18 22:00");2;Alle 2 Monate am 3. Mittwoch;
2154;2024-09-18;19:30;2024-09-18;22:30;("2024-09-18 19:30","2024-09-18 22:30");5;Wöchentlich am Mittwoch;
2155;2024-09-18;20:00;2024-09-18;22:00;("2024-09-18 20:00","2024-09-18 22:00");3;Wöchentlich am Mittwoch;
2156;2024-09-19;9:00;2024-09-19;14:00;("2024-09-19 9:00","2024-09-19 14:00");2;Wöchentlich am Donnerstag;
2157;2024-09-19;9:00;2024-09-19;18:00;("2024-09-19 9:00","2024-09-19 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2158;2024-09-19;15:15;2024-09-19;17:15;("2024-09-19 15:15","2024-09-19 17:15");3;Wöchentlich am Donnerstag;
2159;2024-09-19;18:00;2024-09-19;20:00;("2024-09-19 18:00","2024-09-19 20:00");7;;
2160;2024-09-19;18:30;2024-09-19;19:30;("2024-09-19 18:30","2024-09-19 19:30");1;Wöchentlich am Donnerstag;
2161;2024-09-19;18:30;2024-09-19;19:30;("2024-09-19 18:30","2024-09-19 19:30");3;Wöchentlich am Donnerstag;
2162;2024-09-19;18:30;2024-09-19;19:30;("2024-09-19 18:30","2024-09-19 19:30");2;Wöchentlich am Donnerstag;
2163;2024-09-19;18:30;2024-09-19;19:30;("2024-09-19 18:30","2024-09-19 19:30");4;Wöchentlich am Donnerstag;
2164;2024-09-19;19:30;2024-09-19;21:30;("2024-09-19 19:30","2024-09-19 21:30");5;Monatlich am 3. Donnerstag bis 20. November, 2024;2024-11-20
2165;2024-09-19;19:30;2024-09-19;22:00;("2024-09-19 19:30","2024-09-19 22:00");1;Wöchentlich am Donnerstag;
2166;2024-09-20;9:00;2024-09-20;18:00;("2024-09-20 9:00","2024-09-20 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2167;2024-09-20;19:00;2024-09-20;21:00;("2024-09-20 19:00","2024-09-20 21:00");1;Monatlich am 3. Freitag bis 31. Dezember, 2024;2024-12-31
2168;2024-09-20;19:00;2024-09-20;21:00;("2024-09-20 19:00","2024-09-20 21:00");3;Monatlich am 3. Freitag bis 31. Dezember, 2024;2024-12-31
2169;2024-09-20;19:30;2024-09-20;22:30;("2024-09-20 19:30","2024-09-20 22:30");5;Wöchentlich am Freitag;
2170;2024-09-21;8:15;2024-09-21;17:30;("2024-09-21 8:15","2024-09-21 17:30");6;;
2171;2024-09-21;8:15;2024-09-21;17:30;("2024-09-21 8:15","2024-09-21 17:30");7;;
2172;2024-09-22;17:00;2024-09-22;20:00;("2024-09-22 17:00","2024-09-22 20:00");3;Wöchentlich am Sonntag;
2173;2024-09-22;17:00;2024-09-22;20:00;("2024-09-22 17:00","2024-09-22 20:00");7;;
2174;2024-09-23;8:30;2024-09-23;17:00;("2024-09-23 8:30","2024-09-23 17:00");7;;
2175;2024-09-23;9:00;2024-09-23;12:30;("2024-09-23 9:00","2024-09-23 12:30");6;Wöchentlich am Montag;
2176;2024-09-23;9:00;2024-09-23;18:00;("2024-09-23 9:00","2024-09-23 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2177;2024-09-23;11:00;2024-09-23;12:00;("2024-09-23 11:00","2024-09-23 12:00");4;Alle 4 Wochen am Montag;
2178;2024-09-23;14:00;2024-09-23;15:30;("2024-09-23 14:00","2024-09-23 15:30");6;Wöchentlich am Montag;
2179;2024-09-23;16:00;2024-09-23;19:00;("2024-09-23 16:00","2024-09-23 19:00");6;Wöchentlich am Montag;
2180;2024-09-23;19:00;2024-09-23;21:00;("2024-09-23 19:00","2024-09-23 21:00");3;Wöchentlich am Montag;
2181;2024-09-23;19:00;2024-09-23;21:30;("2024-09-23 19:00","2024-09-23 21:30");1;Monatlich am 4. Montag;
2182;2024-09-23;19:30;2024-09-23;22:00;("2024-09-23 19:30","2024-09-23 22:00");5;Alle 2 Wochen am Montag;
2183;2024-09-24;9:00;2024-09-24;18:00;("2024-09-24 9:00","2024-09-24 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2184;2024-09-24;9:45;2024-09-24;12:15;("2024-09-24 9:45","2024-09-24 12:15");4;Alle 14 Tage;
2185;2024-09-24;11:00;2024-09-24;13:00;("2024-09-24 11:00","2024-09-24 13:00");6;Wöchentlich am Dienstag bis 17. Dezember, 2024;2024-12-17
2186;2024-09-24;14:00;2024-09-24;17:00;("2024-09-24 14:00","2024-09-24 17:00");6;Wöchentlich am Dienstag;
2187;2024-09-24;15:15;2024-09-24;18:15;("2024-09-24 15:15","2024-09-24 18:15");7;;
2188;2024-09-24;15:30;2024-09-24;17:30;("2024-09-24 15:30","2024-09-24 17:30");5;Wöchentlich am Dienstag;
2189;2024-09-24;17:30;2024-09-24;21:00;("2024-09-24 17:30","2024-09-24 21:00");6;Monatlich am 4. Dienstag;
2190;2024-09-24;19:00;2024-09-24;21:15;("2024-09-24 19:00","2024-09-24 21:15");2;Wöchentlich am Dienstag;
2191;2024-09-25;9:00;2024-09-25;11:00;("2024-09-25 9:00","2024-09-25 11:00");4;Alle 2 Wochen am Mittwoch;
2192;2024-09-25;9:00;2024-09-25;18:00;("2024-09-25 9:00","2024-09-25 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2193;2024-09-25;10:00;2024-09-25;12:00;("2024-09-25 10:00","2024-09-25 12:00");2;Alle 7 Tage bis 25. Januar, 2025;2025-01-25
2194;2024-09-25;11:00;2024-09-25;13:00;("2024-09-25 11:00","2024-09-25 13:00");3;Wöchentlich am Mittwoch;
2195;2024-09-25;13:00;2024-09-25;14:00;("2024-09-25 13:00","2024-09-25 14:00");2;Wöchentlich am Mittwoch;
2196;2024-09-25;17:00;2024-09-25;19:00;("2024-09-25 17:00","2024-09-25 19:00");2;Wöchentlich am Mittwoch;
2197;2024-09-25;19:30;2024-09-25;22:30;("2024-09-25 19:30","2024-09-25 22:30");5;Wöchentlich am Mittwoch;
2198;2024-09-25;19:30;2024-09-25;21:30;("2024-09-25 19:30","2024-09-25 21:30");1;Alle 2 Wochen am Mittwoch;
2199;2024-09-25;20:00;2024-09-25;22:30;("2024-09-25 20:00","2024-09-25 22:30");2;Monatlich am 4. Mittwoch;
2200;2024-09-25;20:00;2024-09-25;22:00;("2024-09-25 20:00","2024-09-25 22:00");3;Wöchentlich am Mittwoch;
2201;2024-09-26;8:30;2024-09-26;10:30;("2024-09-26 8:30","2024-09-26 10:30");7;;
2202;2024-09-26;9:00;2024-09-26;14:00;("2024-09-26 9:00","2024-09-26 14:00");2;Wöchentlich am Donnerstag;
2203;2024-09-26;9:00;2024-09-26;18:00;("2024-09-26 9:00","2024-09-26 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2204;2024-09-26;15:15;2024-09-26;17:15;("2024-09-26 15:15","2024-09-26 17:15");3;Wöchentlich am Donnerstag;
2205;2024-09-26;18:00;2024-09-26;21:00;("2024-09-26 18:00","2024-09-26 21:00");5;;
2206;2024-09-26;18:30;2024-09-26;19:30;("2024-09-26 18:30","2024-09-26 19:30");1;Wöchentlich am Donnerstag;
2207;2024-09-26;18:30;2024-09-26;19:30;("2024-09-26 18:30","2024-09-26 19:30");3;Wöchentlich am Donnerstag;
2208;2024-09-26;18:30;2024-09-26;19:30;("2024-09-26 18:30","2024-09-26 19:30");2;Wöchentlich am Donnerstag;
2209;2024-09-26;18:30;2024-09-26;19:30;("2024-09-26 18:30","2024-09-26 19:30");4;Wöchentlich am Donnerstag;
2210;2024-09-26;19:30;2024-09-26;22:00;("2024-09-26 19:30","2024-09-26 22:00");1;Wöchentlich am Donnerstag;
2211;2024-09-27;8:30;2024-09-27;15:00;("2024-09-27 8:30","2024-09-27 15:00");7;;
2212;2024-09-27;9:00;2024-09-27;18:00;("2024-09-27 9:00","2024-09-27 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2213;2024-09-27;18:00;2024-09-27;20:30;("2024-09-27 18:00","2024-09-27 20:30");2;Alle 2 Wochen am Freitag;
2214;2024-09-27;19:30;2024-09-27;22:30;("2024-09-27 19:30","2024-09-27 22:30");5;Wöchentlich am Freitag;
2215;2024-09-28;18:00;2024-09-28;23:00;("2024-09-28 18:00","2024-09-28 23:00");5;Monatlich am letzten Samstag;
2216;2024-09-29;17:00;2024-09-29;20:00;("2024-09-29 17:00","2024-09-29 20:00");3;Wöchentlich am Sonntag;
2217;2024-09-30;9:00;2024-09-30;12:30;("2024-09-30 9:00","2024-09-30 12:30");6;Wöchentlich am Montag;
2218;2024-09-30;9:00;2024-09-30;18:00;("2024-09-30 9:00","2024-09-30 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2219;2024-09-30;14:00;2024-09-30;15:30;("2024-09-30 14:00","2024-09-30 15:30");6;Wöchentlich am Montag;
2220;2024-09-30;16:00;2024-09-30;19:00;("2024-09-30 16:00","2024-09-30 19:00");6;Wöchentlich am Montag;
2221;2024-09-30;16:45;2024-09-30;18:45;("2024-09-30 16:45","2024-09-30 18:45");3;;
2222;2024-09-30;18:30;2024-09-30;20:30;("2024-09-30 18:30","2024-09-30 20:30");2;Monatlich am 5. Montag;
2223;2024-09-30;19:00;2024-09-30;21:00;("2024-09-30 19:00","2024-09-30 21:00");3;Wöchentlich am Montag;
2224;2024-10-01;9:00;2024-10-01;18:00;("2024-10-01 9:00","2024-10-01 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2225;2024-10-01;10:00;2024-10-01;12:15;("2024-10-01 10:00","2024-10-01 12:15");4;Alle 14 Tage;
2226;2024-10-01;11:00;2024-10-01;13:00;("2024-10-01 11:00","2024-10-01 13:00");6;Wöchentlich am Dienstag bis 17. Dezember, 2024;2024-12-17
2227;2024-10-01;14:00;2024-10-01;17:00;("2024-10-01 14:00","2024-10-01 17:00");6;Wöchentlich am Dienstag;
2228;2024-10-01;15:30;2024-10-01;17:30;("2024-10-01 15:30","2024-10-01 17:30");5;Wöchentlich am Dienstag;
2229;2024-10-01;18:30;2024-10-01;22:00;("2024-10-01 18:30","2024-10-01 22:00");5;Alle 3 Wochen am Dienstag;
2230;2024-10-01;19:00;2024-10-01;21:15;("2024-10-01 19:00","2024-10-01 21:15");2;Wöchentlich am Dienstag;
2231;2024-10-02;9:00;2024-10-02;18:00;("2024-10-02 9:00","2024-10-02 18:00");1;Wöchentlich am Montag, Dienstag, Mittwoch, Donnerstag und Freitag;
2232;2024-10-02;10:00;2024-10-02;12:00;("2024-10-02 10:00","2024-10-02 12:00");2;Alle 7 Tage bis 25. Januar, 2025;2025-01-25
